url,last_scraped
https://www.gpw.pl/spolka?isin=PLPKBEX00072,2025-06-29 13:10:07.778398
https://www.gpw.pl/spolka?isin=PLPKN0000018,2025-06-29 13:10:18.423513
https://www.gpw.pl/spolka?isin=PLPKO0000016,2025-06-29 13:10:29.067661
https://www.gpw.pl/spolka?isin=PLPKPCR00011,2025-06-29 13:10:43.384624
https://www.gpw.pl/spolka?isin=PLPLAYW00015,2025-06-29 13:10:54.907648
https://www.gpw.pl/spolka?isin=PLPLPGR00010,2025-06-29 13:11:07.923149
https://www.gpw.pl/spolka?isin=PLPLSEP00013,2025-06-29 13:11:18.472251
https://www.gpw.pl/spolka?isin=PLPLTRG00038,2025-06-29 13:11:29.669680
https://www.gpw.pl/spolka?isin=PLPMPOL00031,2025-06-29 13:11:44.202021
https://www.gpw.pl/spolka?isin=PLPOLWX00026,2025-06-29 13:11:55.672825
https://www.gpw.pl/spolka?isin=PLPONAR00012,2025-06-29 13:12:07.060422
https://www.gpw.pl/spolka?isin=PLPPWK000014,2025-06-29 13:12:17.522915
https://www.gpw.pl/spolka?isin=PLPRBLG00010,2025-06-29 13:12:28.026187
https://www.gpw.pl/spolka?isin=PLPRCHM00014,2025-06-29 13:12:42.270619
https://www.gpw.pl/spolka?isin=PLPRESC00018,2025-06-29 13:12:52.768982
https://www.gpw.pl/spolka?isin=PLPRGNK00017,2025-06-29 13:13:09.478270
https://www.gpw.pl/spolka?isin=PLPRMMD00012,2025-06-29 13:13:20.034019
https://www.gpw.pl/spolka?isin=PLPRNTC00017,2025-06-29 13:13:31.023308
https://www.gpw.pl/spolka?isin=PLPROJP00018,2025-06-29 13:13:46.833008
https://www.gpw.pl/spolka?isin=PLPSSUS00018,2025-06-29 13:13:57.736357
https://www.gpw.pl/spolka?isin=PLPTNTS00019,2025-06-29 13:14:14.225106
https://www.gpw.pl/spolka?isin=PLPTWP000015,2025-06-29 13:14:31.828014
https://www.gpw.pl/spolka?isin=PLPWRMD00011,2025-06-29 13:14:49.062930
https://www.gpw.pl/spolka?isin=PLPZBDT00013,2025-06-29 13:15:00.046594
https://www.gpw.pl/spolka?isin=PLPZU0000011,2025-06-29 13:15:10.609005
https://www.gpw.pl/spolka?isin=PLQNTHL00017,2025-06-29 13:15:28.269225
